indice;data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;turno
60;03/01/2020;15:46:00;COM VÍTIMA;FINALIZADA;DERBY;RUA HENRIQUE DIAS;;AV GOVERNADOR AGAMENON MAGALHAES;;DERBY;68.0;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6a;;Única;Faixa;;;Tarde
61;03/01/2020;15:53:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DOM JOAO VI;;RUA PEDRO PAES MENDONCA;;BOA VIAGEM;543.0;CIDADE;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;;Tarde
62;03/01/2020;16:49:00;SEM VÍTIMA;FINALIZADA;PRADO;RUA PANDIA CALOGERAS;138;;SALÃO DE BELEZA NALDIA GOLDEIO;PRADO;;;ABALROAMENTO TRANSVERSAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;;Tarde
63;03/01/2020;17:05:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;EST VELHA DE AGUA FRIA;1814;;EM FRENTE AO ESTABELECIMENTO DELÍCIAS BOMBONS;ÁGUA FRIA;405.0;CIDADE;COLISÃO FRONTAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;;;;Tarde
64;03/01/2020;18:37:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;;;;CASA FORTE;;;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Noite
65;03/01/2020;18:42:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV JOAO DE BARROS;2739;AV GOVERNADOR AGAMENON MAGALHAES;EM FRENTE AO Nº 2739;ESPINHEIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Canteiro central;;;Noite
66;03/01/2020;21:23:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV RECIFE;;AV MARECHAL MASCARENHAS DE MORAES;LADO OPOSTO DA TOYOTA TOYOLEX;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRASEIRA;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;Canteiro central;Blocos;Noite
67;03/01/2020;21:41:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV CONS ROSA E SILVA;;;LADO OPOSTO AO Nº 239;GRAÇAS;;SUBURBIO;COLISÃO FRONTAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Única;Faixa seccionada;;;Noite
68;03/01/2020;21:54:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;210;RUA CAMBOIM;EM FRENTE AO MAISON CHRISTAL;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Noite
69;03/01/2020;23:42:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA VIRGINIA HERACLIO;681;RUA ALVORADA;;IPSEP;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Não há placas;;Única;Não existe;;;Noite
70;03/01/2020;23:52:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA QUITERIO INACIO DE MELLO;;RUA SAO MIGUEL;OPOSTO AO POSTO PBP;AFOGADOS;333.0;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Única;Faixa seccionada;;;Noite
71;04/01/2020;02:18:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;;RUA WALDEMAR NERY CARNEIRO MONTEIRO;;BOA VIAGEM;573.0;CIDADE;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;Faixa seccionada;;Madrugada
72;04/01/2020;08:34:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA FLORIANO PEIXOTO;;;AO LADO DA PRAÇA JOAQUIM NABUCO;SÃO JOSÉ;;CIDADE;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa seccionada;;;Manhã
73;04/01/2020;09:06:00;COM VÍTIMA;FINALIZADA;HIPÓDROMO;RUA PRUDENTE DE MORAES;158;RUA MARQUES DE ABRANTES;EM FRENTE AO DEPOSITO SUPER GÁS;HIPÓDROMO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;Dupla;Não existe;;;Manhã
74;04/01/2020;10:10:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA ERNESTO DE PAULA SANTOS;PISTA LESTE;BOA VIAGEM;217.0;SUBURBIO;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Única;Canteiro central;;;Manhã
75;04/01/2020;11:23:00;SEM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA ALTO DOS COQUEIROS;62;;;LINHA DO TIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Manhã
76;04/01/2020;11:34:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA TREZE DE MAIO;322;AV DA SAUDADE-;;SANTO AMARO;428.0;;ABALROAMENTO TRANSVERSAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Dupla;;;;Manhã
77;04/01/2020;13:01:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA DA BAIXA VERDE;;RUA FELICIANO GOMES;EM FRENTE AO POSTE NºH 034450;DERBY;;CIDADE;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Não existe;;;Tarde
78;04/01/2020;13:06:00;SEM VÍTIMA;FINALIZADA;MANGABEIRA;AV NORTE;4371;;EM FRENTE AO Nº 4371;MANGABEIRA;364.0;CIDADE;CHOQUE OBJETO FIXO;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;;Tarde
79;04/01/2020;13:52:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA CONS PORTELA;676;;EM FRENTE AO Nº 676;ESPINHEIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;;;Única;Faixa contínua;;;Tarde
80;04/01/2020;14:31:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA JORNALISTA PAULO BITTENCOURT;;RUA DA BAIXA VERDE;;DERBY;;CIDADE;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;;;Tarde
81;04/01/2020;15:11:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;LADO OP. CENTRAL DE FLAGRANTES;SANTO AMARO;49.0;;COLISÃO TRASEIRA;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;;;Outras;60 km/h;Única;Faixa seccionada;Canteiro central;;Tarde
82;04/01/2020;15:12:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;822;;EM FRENTE AO RESIDENCIAL PINHEIROS;IMBIRIBEIRA;;;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;;Tarde
83;04/01/2020;15:33:00;SEM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;4515;;FIAT ITALIANA;CAXANGÁ;;CIDADE;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;;R-6a;;Dupla;Faixa seccionada;Canteiro central;;Tarde
84;04/01/2020;15:50:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;997;AV JOSE GONCALVES DE MEDEIROS;AO LADO BOSCH SERVIÇOS;MADALENA;;CIDADE;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;40 km/h;Dupla;Faixa contínua;Faixa seccionada;;Tarde
85;04/01/2020;15:51:00;SEM VÍTIMA;FINALIZADA;;AV JOAO DE BARROS;;AV VISCONDE DE SUASSUNA;;;356.0;;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa contínua;;;Tarde
86;04/01/2020;16:01:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA CASA AMARELA;;;POR TRÁS DO ANEXO DO MERCADO DE CASA AMARELA;CASA AMARELA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Não existe;;;Tarde
87;04/01/2020;18:08:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV GENERAL MAC ARTHUR;301;RUA DUQUE ESTRADA;E/F AO LE PARK --- VT 05 E 26 NO LOCAl;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;40 km/h;Única;Faixa seccionada;;;Noite
88;04/01/2020;18:22:00;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;204;;EM CIMA DA PONTE;AREIAS;;CIDADE;COLISÃO TRASEIRA;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Viaduto;Bom;Não existe;Incompleta;Seca;;Não existe;;;Dupla;Canteiro central;;;Noite
89;04/01/2020;19:29:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA LORENA;;RUA LEANDRO BARRETO;VIADUTO SOBRE A BR 101;JARDIM SÃO PAULO;;SUBURBIO;CHOQUE OBJETO FIXO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;;Noite
90;05/01/2020;10:26:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MARQUES DE VALENCA;350;;IGREJA  NOSSA SENHORA DE FATIMA;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;;Manhã
91;05/01/2020;13:14:00;SEM VÍTIMA;FINALIZADA;;AV CAXANGA;792;RUA VISCONDE DO URUGUAI;;;274.0;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;Única;Faixa seccionada;;;Tarde
92;05/01/2020;13:28:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA DO ESPINHEIRO;151;;CLIN ( PLANO ODONTOLÓGICO DIGITAL);GRAÇAS;;CIDADE;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;;Tarde
93;05/01/2020;14:29:00;SEM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;;RUA CACILDA IOLANDA PORCIUNCULA;PONTE GOV. PAULO GUERRA;PINA;;;COLISÃO TRASEIRA;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-19;40 km/h;Única;Faixa seccionada;Canteiro central;;Tarde
94;05/01/2020;16:05:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA PROFESSOR BENEDITO MONTEIRO;;;RUA AO LADO DO INTERNACIONAL- JUNTO A ESCOLA POLITECNICA DE PE;MADALENA;;;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;;Tarde
95;05/01/2020;17:07:00;SEM VÍTIMA;FINALIZADA;PINA;AV CONSELHEIRO AGUIAR;960;RUA TOME GIBSON;PADARIA MIRAMAR;PINA;2.0;;ABALROAMENTO TRANSVERSAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;;;Tarde
96;05/01/2020;19:23:00;COM VÍTIMA;FINALIZADA;MUSTARDINHA;RUA VINTE E UM DE ABRIL;711;RUA JOAO LEITE;E/F A CAPELA DE SÃO JOSÉ / PRÓX A MT-MOTOS;MUSTARDINHA;;SUBURBIO;ATROPELAMENTO;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Noite
97;05/01/2020;19:31:00;SEM VÍTIMA;FINALIZADA;ROSARINHO;AV SANTOS DUMONT;815;;;ROSARINHO;;;COLISÃO TRASEIRA;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;;Noite
98;05/01/2020;19:35:00;COM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA PROFESSOR JOSE AMARINO DOS REIS;117;;E/F A ASSEMBLEIA DE DEUS;LINHA DO TIRO;;SUBURBIO;ATROPELAMENTO;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Noite
99;05/01/2020;19:49:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;LAD DA COHAB;AO LADO DA POLICLINICA ARNALDO BARROS. LADO OPOSTO AO POSTE B041617.;IBURA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;;Noite
100;05/01/2020;20:08:00;SEM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;51;;EM FRENTE AO PLATO TURBO;TORRÕES;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Noite
101;05/01/2020;22:35:00;COM VÍTIMA;FINALIZADA;CASA FORTE;EST DO ENCANAMENTO;;EST DAS UBAIAS-;NO CRUZAMENTO MESMO;CASA FORTE;593.0;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;;Noite
102;06/01/2020;06:47:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV BEBERIBE;1799;RUA ZEFERINO AGRA;;ÁGUA FRIA;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;;Manhã
103;06/01/2020;07:00:00;SEM VÍTIMA;FINALIZADA;ILHA DO LEITE;AV GOVERNADOR AGAMENON MAGALHAES;422;RUA HENRIQUE DIAS;SOB A LINHA DE RETENÇÃO DO SEMÁFORO Nº 068;ILHA DO LEITE;68.0;;COLISÃO TRASEIRA;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;Dupla;Faixa seccionada;Canteiro central;;Manhã
104;06/01/2020;07:31:00;COM VÍTIMA;FINALIZADA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;;RUA CARLOS GOMES;PRÓXIMO A FARMÁCIA PAGUE MENOS;PRADO;57.0;CIDADE;COLISÃO COM CICLISTA;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;;Única;;;;Manhã
105;06/01/2020;08:35:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ENGENHEIRO JOSE BRANDAO CAVALCANTE;95;RUA GENERAL GOES MONTEIRO;;IMBIRIBEIRA;;CIDADE;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Manhã
106;06/01/2020;09:03:00;COM VÍTIMA;FINALIZADA;MANGABEIRA;AV NORTE;4681;RUA RODRIGUES SETE;PROX. TOTAL CAR;MANGABEIRA;;CIDADE;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;;Dupla;Canteiro central;;;Manhã
107;06/01/2020;09:30:00;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;657;;MAKRO;AREIAS;;SUBURBIO;COLISÃO TRASEIRA;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Canteiro central;;;Manhã
108;06/01/2020;10:21:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;3158;;EM FRENTE A MEDICAL;ESPINHEIRO;;;CHOQUE VEÍCULO PARADO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;;;Manhã
109;06/01/2020;10:21:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA DO HOSPICIO;;;EM FRENTE A LOJAS AMERICANAS;BOA VISTA;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;;Manhã
110;06/01/2020;11:15:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;AV ENGENHEIRO ABDIAS DE CARVALHO;;RUA QUINZE DE MARCO;SEMÁFORO 422;SAN MARTIN;422.0;CIDADE;COLISÃO TRASEIRA;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;;Manhã
111;06/01/2020;11:49:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;TRV CRUZ CABUGA;;;AO LADO DO SHOPPING TACARUNA;SANTO AMARO;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;;Manhã
112;06/01/2020;11:53:00;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;;LADO OPOSTO AO Nº 4575;PAISSANDU;;;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Canteiro central;;;Manhã
113;06/01/2020;12:10:00;SEM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;260;;EM FRENTE A LOJA FBA NAUTICA;PINA;;CIDADE;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;Única;Faixa contínua;;;Tarde
114;06/01/2020;12:47:00;SEM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;1001;RUA ARQUITETO AUGUSTO REINALDO;EM FRENTE AO ATACADO DA CONTRUÇAO;PINA;660.0;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;;;;Tarde
115;06/01/2020;13:00:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;;IMBIRIBEIRA;631.0;CIDADE;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;60 km/h;Dupla;Canteiro central;;;Tarde
116;06/01/2020;13:04:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;6333;;AEROPORTO;IMBIRIBEIRA;625.0;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;;Tarde
117;06/01/2020;13:14:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;1650;;AO LADO DA DROGASIL;IMBIRIBEIRA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Ilegível;Seca;Mal iluminada;Não existe;Outras;;Dupla;Faixa seccionada;;;Tarde
118;06/01/2020;13:36:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA DOM BOSCO;;RUA JOAQUIM DE BRITO;;BOA VISTA;;CIDADE;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;;Placas Pare;;;Não existe;;;Tarde
119;06/01/2020;13:44:00;COM VÍTIMA;FINALIZADA;PINA;AV REPUBLICA DO LIBANO;;;VIADUTO SHOPPING RIO MAR.;PINA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;;Única;Faixa contínua;;;Tarde
